CityName,YY,MM,WGS84_Lon,WGS84_Lat,RainValue,
оч╢щел,1999,1,121.20,24.90,1.5475,
оч╢щел,1999,2,121.20,24.90,0.606313,
оч╢щел,1999,3,121.20,24.90,7.65313,
оч╢щел,1999,4,121.20,24.90,1.82281,
оч╢щел,1999,5,121.20,24.90,9.57621,
оч╢щел,1999,6,121.20,24.90,4.3639,
оч╢щел,1999,7,121.20,24.90,2.93743,
оч╢щел,1999,8,121.20,24.90,4.48133,
оч╢щел,1999,9,121.20,24.90,3.18229,
оч╢щел,1999,10,121.20,24.90,1.90781,
оч╢щел,1999,11,121.20,24.90,0.5756,
оч╢щел,1999,12,121.20,24.90,2.75922,
оч╢щел,2000,1,121.20,24.90,1.07755,
оч╢щел,2000,2,121.20,24.90,11.2978,
оч╢щел,2000,3,121.20,24.90,3.64395,
оч╢щел,2000,4,121.20,24.90,9.27108,
оч╢щел,2000,5,121.20,24.90,1.96246,
оч╢щел,2000,6,121.20,24.90,10.2339,
оч╢щел,2000,7,121.20,24.90,3.15945,
оч╢щел,2000,8,121.20,24.90,9.97482,
оч╢щел,2000,9,121.20,24.90,2.91694,
оч╢щел,2000,10,121.20,24.90,6.05029,
оч╢щел,2000,11,121.20,24.90,6.25352,
оч╢щел,2000,12,121.20,24.90,4.30928,
оч╢щел,2001,1,121.20,24.90,5.25044,
оч╢щел,2001,2,121.20,24.90,1.01746,
оч╢щел,2001,3,121.20,24.90,4.9255,
оч╢щел,2001,4,121.20,24.90,7.11452,
оч╢щел,2001,5,121.20,24.90,5.44099,
оч╢щел,2001,6,121.20,24.90,1.93265,
оч╢щел,2001,7,121.20,24.90,5.29797,
оч╢щел,2001,8,121.20,24.90,2.43496,
оч╢щел,2001,9,121.20,24.90,38.7532,
оч╢щел,2001,10,121.20,24.90,1.76493,
оч╢щел,2001,11,121.20,24.90,0.198327,
оч╢щел,2001,12,121.20,24.90,1.13938,
оч╢щел,2002,1,121.20,24.90,1.38494,
оч╢щел,2002,2,121.20,24.90,2.21635,
оч╢щел,2002,3,121.20,24.90,4.17012,
оч╢щел,2002,4,121.20,24.90,0.604468,
оч╢щел,2002,5,121.20,24.90,2.32823,
оч╢щел,2002,6,121.20,24.90,4.23407,
оч╢щел,2002,7,121.20,24.90,7.94253,
оч╢щел,2002,8,121.20,24.90,1.07993,
оч╢щел,2002,9,121.20,24.90,2.9349,
оч╢щел,2002,10,121.20,24.90,1.15299,
оч╢щел,2002,11,121.20,24.90,0.132159,
оч╢щел,2002,12,121.20,24.90,0.32779,
оч╢щел,2003,1,121.20,24.90,0.603584,
оч╢щел,2003,2,121.20,24.90,0.488306,
оч╢щел,2003,3,121.20,24.90,3.11396,
оч╢щел,2003,4,121.20,24.90,6.06128,
оч╢щел,2003,5,121.20,24.90,1.28995,
оч╢щел,2003,6,121.20,24.90,2.73002,
оч╢щел,2003,7,121.20,24.90,1.38044,
оч╢щел,2003,8,121.20,24.90,1.44999,
оч╢щел,2003,9,121.20,24.90,3.1211,
оч╢щел,2003,10,121.20,24.90,0.535635,
оч╢щел,2003,11,121.20,24.90,0.356347,
оч╢щел,2003,12,121.20,24.90,0.0599569,
оч╢щел,2004,1,121.20,24.90,3.42135,
оч╢щел,2004,2,121.20,24.90,5.59147,
оч╢щел,2004,3,121.20,24.90,5.06861,
оч╢щел,2004,4,121.20,24.90,2.28011,
оч╢щел,2004,5,121.20,24.90,3.7147,
оч╢щел,2004,6,121.20,24.90,0.0452502,
оч╢щел,2004,7,121.20,24.90,9.40763,
оч╢щел,2004,8,121.20,24.90,13.5926,
оч╢щел,2004,9,121.20,24.90,17.8184,
оч╢щел,2004,10,121.20,24.90,5.14559,
оч╢щел,2004,11,121.20,24.90,0.254277,
оч╢щел,2004,12,121.20,24.90,2.51325,
оч╢щел,2005,1,121.20,24.90,1.54271,
оч╢щел,2005,2,121.20,24.90,9.96861,
оч╢щел,2005,3,121.20,24.90,8.83291,
оч╢щел,2005,4,121.20,24.90,1.4076,
оч╢щел,2005,5,121.20,24.90,14.0249,
оч╢щел,2005,6,121.20,24.90,4.47071,
оч╢щел,2005,7,121.20,24.90,5.47893,
оч╢щел,2005,8,121.20,24.90,15.2194,
оч╢щел,2005,9,121.20,24.90,2.47049,
оч╢щел,2005,10,121.20,24.90,2.03459,
оч╢щел,2005,11,121.20,24.90,0.537882,
оч╢щел,2005,12,121.20,24.90,0.748906,
оч╢щел,2006,1,121.20,24.90,2.08806,
оч╢щел,2006,2,121.20,24.90,3.03508,
оч╢щел,2006,3,121.20,24.90,6.00672,
оч╢щел,2006,4,121.20,24.90,9.29963,
оч╢щел,2006,5,121.20,24.90,7.12023,
оч╢щел,2006,6,121.20,24.90,9.8724,
оч╢щел,2006,7,121.20,24.90,5.09115,
оч╢щел,2006,8,121.20,24.90,1.59088,
оч╢щел,2006,9,121.20,24.90,8.69622,
оч╢щел,2006,10,121.20,24.90,0.000183251,
оч╢щел,2006,11,121.20,24.90,2.75769,
оч╢щел,2006,12,121.20,24.90,4.41114,
оч╢щел,2007,1,121.20,24.90,2.77008,
оч╢щел,2007,2,121.20,24.90,2.048,
оч╢щел,2007,3,121.20,24.90,7.2477,
оч╢щел,2007,4,121.20,24.90,7.52922,
оч╢щел,2007,5,121.20,24.90,3.33188,
оч╢щел,2007,6,121.20,24.90,18.1256,
оч╢щел,2007,7,121.20,24.90,0.83737,
оч╢щел,2007,8,121.20,24.90,4.88831,
оч╢щел,2007,9,121.20,24.90,8.13394,
оч╢щел,2007,10,121.20,24.90,7.28607,
оч╢щел,2007,11,121.20,24.90,5.65719,
оч╢щел,2007,12,121.20,24.90,0.975656,
оч╢щел,2008,1,121.20,24.90,3.09943,
оч╢щел,2008,2,121.20,24.90,5.75094,
оч╢щел,2008,3,121.20,24.90,5.47122,
оч╢щел,2008,4,121.20,24.90,6.65535,
оч╢щел,2008,5,121.20,24.90,7.10346,
оч╢щел,2008,6,121.20,24.90,8.0133,
оч╢щел,2008,7,121.20,24.90,9.65533,
оч╢щел,2008,8,121.20,24.90,0.0131778,
оч╢щел,2008,9,121.20,24.90,26.8015,
оч╢щел,2008,10,121.20,24.90,0.58729,
оч╢щел,2008,11,121.20,24.90,4.21135,
оч╢щел,2008,12,121.20,24.90,1.23832,
оч╢щел,2009,1,121.20,24.90,0.819992,
оч╢щел,2009,2,121.20,24.90,0.876519,
оч╢щел,2009,3,121.20,24.90,6.42988,
оч╢щел,2009,4,121.20,24.90,3.15561,
оч╢щел,2009,5,121.20,24.90,0.782302,
оч╢щел,2009,6,121.20,24.90,7.02877,
оч╢щел,2009,7,121.20,24.90,0.940891,
оч╢щел,2009,8,121.20,24.90,8.13016,
оч╢щел,2009,9,121.20,24.90,0.856442,
оч╢щел,2009,10,121.20,24.90,3.16745,
оч╢щел,2009,11,121.20,24.90,2.16926,
оч╢щел,2009,12,121.20,24.90,1.64305,
оч╢щел,2010,1,121.20,24.90,4.18554,
оч╢щел,2010,2,121.20,24.90,8.97567,
оч╢щел,2010,3,121.20,24.90,2.94289,
оч╢щел,2010,4,121.20,24.90,5.50077,
оч╢щел,2010,5,121.20,24.90,7.85729,
оч╢щел,2010,6,121.20,24.90,11.0337,
оч╢щел,2010,7,121.20,24.90,2.94897,
оч╢щел,2010,8,121.20,24.90,5.3361,
оч╢щел,2010,9,121.20,24.90,5.77742,
оч╢щел,2010,10,121.20,24.90,5.91371,
оч╢щел,2010,11,121.20,24.90,1.79025,
оч╢щел,2010,12,121.20,24.90,2.79481,
оч╢щел,2011,1,121.20,24.90,3.63267,
оч╢щел,2011,2,121.20,24.90,2.63081,
оч╢щел,2011,3,121.20,24.90,4.0483,
оч╢щел,2011,4,121.20,24.90,1.24547,
оч╢щел,2011,5,121.20,24.90,8.0898,
оч╢щел,2011,6,121.20,24.90,12.2335,
оч╢щел,2011,7,121.20,24.90,7.62559,
оч╢щел,2011,8,121.20,24.90,4.0323,
оч╢щел,2011,9,121.20,24.90,0.543858,
оч╢щел,2011,10,121.20,24.90,3.29402,
оч╢щел,2011,11,121.20,24.90,7.90609,
оч╢щел,2011,12,121.20,24.90,4.70764,
оч╢щел,2012,1,121.20,24.90,6.23856,
оч╢щел,2012,2,121.20,24.90,9.6726,
оч╢щел,2012,3,121.20,24.90,3.65038,
оч╢щел,2012,4,121.20,24.90,8.85468,
оч╢щел,2012,5,121.20,24.90,8.0833,
оч╢щел,2012,6,121.20,24.90,18.2981,
оч╢щел,2012,7,121.20,24.90,3.55832,
оч╢щел,2012,8,121.20,24.90,17.3899,
оч╢щел,2012,9,121.20,24.90,3.64454,
оч╢щел,2012,10,121.20,24.90,1.66302,
оч╢щел,2012,11,121.20,24.90,10.7568,
оч╢щел,2012,12,121.20,24.90,6.65867,
оч╢щел,2013,1,121.20,24.90,2.68099,
оч╢щел,2013,2,121.20,24.90,0.741739,
оч╢щел,2013,3,121.20,24.90,2.78702,
оч╢щел,2013,4,121.20,24.90,11.1608,
оч╢щел,2013,5,121.20,24.90,11.5346,
оч╢щел,2013,6,121.20,24.90,3.33201,
оч╢щел,2013,7,121.20,24.90,6.91051,
оч╢щел,2013,8,121.20,24.90,23.4821,
оч╢щел,2013,9,121.20,24.90,2.57739,
оч╢щел,2013,10,121.20,24.90,2.50207,
оч╢щел,2013,11,121.20,24.90,1.82018,
оч╢щел,2013,12,121.20,24.90,7.69458,
оч╢щел,2014,1,121.20,24.90,0.86885,
оч╢щел,2014,2,121.20,24.90,6.92109,
оч╢щел,2014,3,121.20,24.90,5.57211,
оч╢щел,2014,4,121.20,24.90,2.30109,
оч╢щел,2014,5,121.20,24.90,12.8391,
оч╢щел,2014,6,121.20,24.90,5.79931,
оч╢щел,2014,7,121.20,24.90,4.32713,
оч╢щел,2014,8,121.20,24.90,1.82306,
оч╢щел,2014,9,121.20,24.90,3.28331,
оч╢щел,2014,10,121.20,24.90,1.98862,
оч╢щел,2014,11,121.20,24.90,2.28861,
оч╢щел,2014,12,121.20,24.90,2.95603,
оч╢щел,2015,1,121.20,24.90,0.833424,
оч╢щел,2015,2,121.20,24.90,2.49191,
оч╢щел,2015,3,121.20,24.90,6.0693,
оч╢щел,2015,4,121.20,24.90,2.90782,
оч╢щел,2015,5,121.20,24.90,9.4406,
оч╢щел,2015,6,121.20,24.90,1.58153,
оч╢щел,2015,7,121.20,24.90,2.09519,
оч╢щел,2015,8,121.20,24.90,9.44013,
оч╢щел,2015,9,121.20,24.90,7.93019,
оч╢щел,2015,10,121.20,24.90,3.101,
оч╢щел,2015,11,121.20,24.90,0.748569,
оч╢щел,2015,12,121.20,24.90,3.15732,
оч╢щел,2016,1,121.20,24.90,11.1725,
оч╢щел,2016,2,121.20,24.90,3.87231,
оч╢щел,2016,3,121.20,24.90,9.89778,
оч╢щел,2016,4,121.20,24.90,7.20739,
оч╢щел,2016,5,121.20,24.90,5.99569,
оч╢щел,2016,6,121.20,24.90,7.31333,
оч╢щел,2016,7,121.20,24.90,1.20132,
оч╢щел,2016,8,121.20,24.90,2.18611,
оч╢щел,2016,9,121.20,24.90,10.9545,
оч╢щел,2016,10,121.20,24.90,2.20617,
оч╢щел,2016,11,121.20,24.90,4.39301,
оч╢щел,2016,12,121.20,24.90,0.496574,
оч╢щел,2017,1,121.20,24.90,1.15534,
оч╢щел,2017,2,121.20,24.90,3.61445,
оч╢щел,2017,3,121.20,24.90,5.68474,
оч╢щел,2017,4,121.20,24.90,3.42334,
оч╢щел,2017,5,121.20,24.90,3.32343,
оч╢щел,2017,6,121.20,24.90,16.8122,
оч╢щел,2017,7,121.20,24.90,6.9237,
оч╢щел,2017,8,121.20,24.90,0.435576,
оч╢щел,2017,9,121.20,24.90,1.27022,
оч╢щел,2017,10,121.20,24.90,5.33933,
оч╢щел,2017,11,121.20,24.90,2.37339,
оч╢щел,2017,12,121.20,24.90,1.72363,
оч╢щел,2018,1,121.20,24.90,9.70778,
оч╢щел,2018,2,121.20,24.90,5.01523,
оч╢щел,2018,3,121.20,24.90,1.67946,
оч╢щел,2018,4,121.20,24.90,2.12078,
оч╢щел,2018,5,121.20,24.90,1.2373,
оч╢щел,2018,6,121.20,24.90,4.15356,
оч╢щел,2018,7,121.20,24.90,3.38145,
оч╢щел,2018,8,121.20,24.90,7.75067,
оч╢щел,2018,9,121.20,24.90,5.64223,
оч╢щел,2018,10,121.20,24.90,2.81939,
оч╢щел,2018,11,121.20,24.90,1.60452,
оч╢щел,2018,12,121.20,24.90,1.44498,
оч╢щел,2019,1,121.20,24.90,1.31156,
оч╢щел,2019,2,121.20,24.90,2.1475,
оч╢щел,2019,3,121.20,24.90,8.21014,
оч╢щел,2019,4,121.20,24.90,5.11764,
оч╢щел,2019,5,121.20,24.90,10.3627,
оч╢щел,2019,6,121.20,24.90,12.4142,
оч╢щел,2019,7,121.20,24.90,3.9844,
оч╢щел,2019,8,121.20,24.90,7.93883,
оч╢щел,2019,9,121.20,24.90,6.07423,
оч╢щел,2019,10,121.20,24.90,0.437401,
оч╢щел,2019,11,121.20,24.90,0.285729,
оч╢щел,2019,12,121.20,24.90,5.0997,
оч╢щел,2020,1,121.20,24.90,1.1521,
оч╢щел,2020,2,121.20,24.90,1.36124,
оч╢щел,2020,3,121.20,24.90,5.84012,
оч╢щел,2020,4,121.20,24.90,2.46572,
оч╢щел,2020,5,121.20,24.90,11.8662,
оч╢щел,2020,6,121.20,24.90,0.943358,
оч╢щел,2020,7,121.20,24.90,1.23618,
оч╢щел,2020,8,121.20,24.90,6.46285,
оч╢щел,2020,9,121.20,24.90,3.3075,
оч╢щел,2020,10,121.20,24.90,0.611158,
оч╢щел,2020,11,121.20,24.90,0.380787,
оч╢щел,2020,12,121.20,24.90,3.35295,
оч╢щел,1960,1,121.20,24.95,3.20554,
оч╢щел,1960,2,121.20,24.95,0.322795,
оч╢щел,1960,3,121.20,24.95,5.22652,
оч╢щел,1960,4,121.20,24.95,6.25878,
оч╢щел,1960,5,121.20,24.95,7.80936,
оч╢щел,1960,6,121.20,24.95,6.43962,
оч╢щел,1960,7,121.20,24.95,5.01856,
оч╢щел,1960,8,121.20,24.95,19.9941,
оч╢щел,1960,9,121.20,24.95,5.54728,
оч╢щел,1960,10,121.20,24.95,1.57848,
оч╢щел,1960,11,121.20,24.95,1.11983,
оч╢щел,1960,12,121.20,24.95,1.71021,
оч╢щел,1961,1,121.20,24.95,1.60039,
оч╢щел,1961,2,121.20,24.95,4.43968,
оч╢щел,1961,3,121.20,24.95,9.05914,
оч╢щел,1961,4,121.20,24.95,3.26876,
оч╢щел,1961,5,121.20,24.95,5.33776,
оч╢щел,1961,6,121.20,24.95,1.2698,
оч╢щел,1961,7,121.20,24.95,4.85225,
оч╢щел,1961,8,121.20,24.95,3.04749,
оч╢щел,1961,9,121.20,24.95,9.05502,
оч╢щел,1961,10,121.20,24.95,1.01439,
оч╢щел,1961,11,121.20,24.95,1.91558,
оч╢щел,1961,12,121.20,24.95,3.11961,
оч╢щел,1962,1,121.20,24.95,2.63668,
оч╢щел,1962,2,121.20,24.95,2.35431,
оч╢щел,1962,3,121.20,24.95,7.77253,
оч╢щел,1962,4,121.20,24.95,3.35065,
оч╢щел,1962,5,121.20,24.95,3.26429,
оч╢щел,1962,6,121.20,24.95,4.66075,
оч╢щел,1962,7,121.20,24.95,4.50739,
оч╢щел,1962,8,121.20,24.95,4.87446,
оч╢щел,1962,9,121.20,24.95,3.60669,
оч╢щел,1962,10,121.20,24.95,2.37414,
оч╢щел,1962,11,121.20,24.95,3.00117,
оч╢щел,1962,12,121.20,24.95,0.242645,
оч╢щел,1963,1,121.20,24.95,0.353016,
оч╢щел,1963,2,121.20,24.95,1.11859,
оч╢щел,1963,3,121.20,24.95,2.60374,
оч╢щел,1963,4,121.20,24.95,0.91141,
оч╢щел,1963,5,121.20,24.95,1.42089,
оч╢щел,1963,6,121.20,24.95,4.5324,
оч╢щел,1963,7,121.20,24.95,2.98515,
оч╢щел,1963,8,121.20,24.95,0.242509,
оч╢щел,1963,9,121.20,24.95,12.4314,
оч╢щел,1963,10,121.20,24.95,0.0737395,
оч╢щел,1963,11,121.20,24.95,1.64568,
оч╢щел,1963,12,121.20,24.95,1.45327,
оч╢щел,1964,1,121.20,24.95,6.41254,
оч╢щел,1964,2,121.20,24.95,4.12139,
оч╢щел,1964,3,121.20,24.95,1.07519,
оч╢щел,1964,4,121.20,24.95,0,
оч╢щел,1964,5,121.20,24.95,1.77706,
оч╢щел,1964,6,121.20,24.95,6.52487,
оч╢щел,1964,7,121.20,24.95,0.824792,
оч╢щел,1964,8,121.20,24.95,7.60624,
оч╢щел,1964,9,121.20,24.95,1.69168,
оч╢щел,1964,10,121.20,24.95,1.08705,
оч╢щел,1964,11,121.20,24.95,0.189419,
оч╢щел,1964,12,121.20,24.95,1.13961,
оч╢щел,1965,1,121.20,24.95,3.80598,
оч╢щел,1965,2,121.20,24.95,0.794678,
оч╢щел,1965,3,121.20,24.95,3.05638,
оч╢щел,1965,4,121.20,24.95,3.60907,
оч╢щел,1965,5,121.20,24.95,5.85474,
оч╢щел,1965,6,121.20,24.95,2.00304,
оч╢щел,1965,7,121.20,24.95,2.73601,
оч╢щел,1965,8,121.20,24.95,4.17059,
оч╢щел,1965,9,121.20,24.95,1.61026,
оч╢щел,1965,10,121.20,24.95,0.772092,
оч╢щел,1965,11,121.20,24.95,2.09169,
оч╢щел,1965,12,121.20,24.95,1.67586,
оч╢щел,1966,1,121.20,24.95,0.871812,
оч╢щел,1966,2,121.20,24.95,4.22093,
оч╢щел,1966,3,121.20,24.95,5.77051,
оч╢щел,1966,4,121.20,24.95,5.65455,
оч╢щел,1966,5,121.20,24.95,0.850992,
оч╢щел,1966,6,121.20,24.95,22.0362,
оч╢щел,1966,7,121.20,24.95,3.31301,
оч╢щел,1966,8,121.20,24.95,5.77558,
оч╢щел,1966,9,121.20,24.95,10.3687,
оч╢щел,1966,10,121.20,24.95,0.544882,
оч╢щел,1966,11,121.20,24.95,0.336114,
оч╢щел,1966,12,121.20,24.95,1.25431,
оч╢щел,1967,1,121.20,24.95,3.23792,
оч╢щел,1967,2,121.20,24.95,5.4096,
оч╢щел,1967,3,121.20,24.95,1.9163,
оч╢щел,1967,4,121.20,24.95,3.82301,
оч╢щел,1967,5,121.20,24.95,4.70989,
оч╢щел,1967,6,121.20,24.95,3.57761,
оч╢щел,1967,7,121.20,24.95,3.16287,
оч╢щел,1967,8,121.20,24.95,1.20841,
оч╢щел,1967,9,121.20,24.95,2.32626,
оч╢щел,1967,10,121.20,24.95,6.86153,
оч╢щел,1967,11,121.20,24.95,1.7636,
оч╢щел,1967,12,121.20,24.95,2.48595,
оч╢щел,1968,1,121.20,24.95,0.175711,
оч╢щел,1968,2,121.20,24.95,13.0519,
оч╢щел,1968,3,121.20,24.95,6.01599,
оч╢щел,1968,4,121.20,24.95,1.27207,
оч╢щел,1968,5,121.20,24.95,8.49976,
оч╢щел,1968,6,121.20,24.95,12.1695,
оч╢щел,1968,7,121.20,24.95,2.85117,
оч╢щел,1968,8,121.20,24.95,3.15683,
оч╢щел,1968,9,121.20,24.95,1.36897,
оч╢щел,1968,10,121.20,24.95,1.36438,
оч╢щел,1968,11,121.20,24.95,0,
оч╢щел,1968,12,121.20,24.95,0.0586891,
оч╢щел,1969,1,121.20,24.95,0.54409,
оч╢щел,1969,2,121.20,24.95,0.631916,
оч╢щел,1969,3,121.20,24.95,4.9039,
оч╢щел,1969,4,121.20,24.95,0.0290057,
оч╢щел,1969,5,121.20,24.95,1.74513,
оч╢щел,1969,6,121.20,24.95,9.09946,
оч╢щел,1969,7,121.20,24.95,0.95605,
оч╢щел,1969,8,121.20,24.95,8.41075,
оч╢щел,1969,9,121.20,24.95,15.6874,
оч╢щел,1969,10,121.20,24.95,15.6759,
оч╢щел,1969,11,121.20,24.95,1.28711,
оч╢щел,1969,12,121.20,24.95,0.0599504,
оч╢щел,1970,1,121.20,24.95,5.21012,
оч╢щел,1970,2,121.20,24.95,0.702886,
оч╢щел,1970,3,121.20,24.95,10.8048,
оч╢щел,1970,4,121.20,24.95,2.20034,
оч╢щел,1970,5,121.20,24.95,5.02264,
оч╢щел,1970,6,121.20,24.95,1.53727,
оч╢щел,1970,7,121.20,24.95,0.143277,
оч╢щел,1970,8,121.20,24.95,8.89855,
оч╢щел,1970,9,121.20,24.95,16.4078,
оч╢щел,1970,10,121.20,24.95,1.51051,
оч╢щел,1970,11,121.20,24.95,1.14881,
оч╢щел,1970,12,121.20,24.95,3.93419,
оч╢щел,1971,1,121.20,24.95,3.22395,
оч╢щел,1971,2,121.20,24.95,1.29684,
оч╢щел,1971,3,121.20,24.95,2.27054,
оч╢щел,1971,4,121.20,24.95,0.847625,
оч╢щел,1971,5,121.20,24.95,2.55045,
оч╢щел,1971,6,121.20,24.95,2.65926,
оч╢щел,1971,7,121.20,24.95,1.24043,
оч╢щел,1971,8,121.20,24.95,0.505622,
оч╢щел,1971,9,121.20,24.95,17.1257,
оч╢щел,1971,10,121.20,24.95,2.48899,
оч╢щел,1971,11,121.20,24.95,2.37698,
оч╢щел,1971,12,121.20,24.95,1.73083,
оч╢щел,1972,1,121.20,24.95,3.85905,
оч╢щел,1972,2,121.20,24.95,3.3732,
оч╢щел,1972,3,121.20,24.95,0.926026,
оч╢щел,1972,4,121.20,24.95,1.98967,
оч╢щел,1972,5,121.20,24.95,9.73661,
оч╢щел,1972,6,121.20,24.95,7.84268,
оч╢щел,1972,7,121.20,24.95,8.22097,
оч╢щел,1972,8,121.20,24.95,11.04,
оч╢щел,1972,9,121.20,24.95,0.193677,
оч╢щел,1972,10,121.20,24.95,0.239443,
оч╢щел,1972,11,121.20,24.95,1.63426,
оч╢щел,1972,12,121.20,24.95,2.56387,
оч╢щел,1973,1,121.20,24.95,1.79066,
оч╢щел,1973,2,121.20,24.95,1.5699,
оч╢щел,1973,3,121.20,24.95,0.986219,
оч╢щел,1973,4,121.20,24.95,8.93328,
оч╢щел,1973,5,121.20,24.95,5.61205,
оч╢щел,1973,6,121.20,24.95,5.54202,
оч╢щел,1973,7,121.20,24.95,1.05824,
оч╢щел,1973,8,121.20,24.95,3.38923,
оч╢щел,1973,9,121.20,24.95,0.310098,
оч╢щел,1973,10,121.20,24.95,2.72272,
оч╢щел,1973,11,121.20,24.95,1.43327,
оч╢щел,1973,12,121.20,24.95,0.183628,
оч╢щел,1974,1,121.20,24.95,0.0395348,
оч╢щел,1974,2,121.20,24.95,3.95273,
оч╢щел,1974,3,121.20,24.95,3.59368,
оч╢щел,1974,4,121.20,24.95,7.05851,
оч╢щел,1974,5,121.20,24.95,8.13466,
оч╢щел,1974,6,121.20,24.95,15.458,
оч╢щел,1974,7,121.20,24.95,4.35136,
оч╢щел,1974,8,121.20,24.95,2.02042,
оч╢щел,1974,9,121.20,24.95,2.79671,
оч╢щел,1974,10,121.20,24.95,5.65243,
оч╢щел,1974,11,121.20,24.95,1.38981,
оч╢щел,1974,12,121.20,24.95,3.85049,
оч╢щел,1975,1,121.20,24.95,2.75134,
оч╢щел,1975,2,121.20,24.95,2.97089,
оч╢щел,1975,3,121.20,24.95,10.1601,
оч╢щел,1975,4,121.20,24.95,3.89336,
оч╢щел,1975,5,121.20,24.95,11.4952,
оч╢щел,1975,6,121.20,24.95,12.3235,
оч╢щел,1975,7,121.20,24.95,2.42933,
оч╢щел,1975,8,121.20,24.95,9.78584,
оч╢щел,1975,9,121.20,24.95,2.58129,
оч╢щел,1975,10,121.20,24.95,2.26221,
оч╢щел,1975,11,121.20,24.95,0.945529,
оч╢щел,1975,12,121.20,24.95,2.80366,
оч╢щел,1976,1,121.20,24.95,0.934341,
оч╢щел,1976,2,121.20,24.95,2.00559,
оч╢щел,1976,3,121.20,24.95,3.93393,
оч╢щел,1976,4,121.20,24.95,4.30629,
оч╢щел,1976,5,121.20,24.95,5.55774,
оч╢щел,1976,6,121.20,24.95,4.06631,
оч╢щел,1976,7,121.20,24.95,8.84555,
оч╢щел,1976,8,121.20,24.95,8.08031,
оч╢щел,1976,9,121.20,24.95,1.69773,
оч╢щел,1976,10,121.20,24.95,0.827954,
оч╢щел,1976,11,121.20,24.95,0.573073,
оч╢щел,1976,12,121.20,24.95,0.328578,
оч╢щел,1977,1,121.20,24.95,4.24509,
оч╢щел,1977,2,121.20,24.95,2.70029,
оч╢щел,1977,3,121.20,24.95,1.24516,
оч╢щел,1977,4,121.20,24.95,1.60551,
оч╢щел,1977,5,121.20,24.95,4.12966,
оч╢щел,1977,6,121.20,24.95,9.14709,
оч╢щел,1977,7,121.20,24.95,9.03269,
оч╢щел,1977,8,121.20,24.95,4.52597,
оч╢щел,1977,9,121.20,24.95,5.76647,
оч╢щел,1977,10,121.20,24.95,0.000796597,
оч╢щел,1977,11,121.20,24.95,2.73886,
оч╢щел,1977,12,121.20,24.95,2.70172,
оч╢щел,1978,1,121.20,24.95,2.79896,
оч╢щел,1978,2,121.20,24.95,2.28983,
оч╢щел,1978,3,121.20,24.95,13.6026,
оч╢щел,1978,4,121.20,24.95,4.98287,
оч╢щел,1978,5,121.20,24.95,6.56732,
оч╢щел,1978,6,121.20,24.95,1.97433,
оч╢щел,1978,7,121.20,24.95,0,
оч╢щел,1978,8,121.20,24.95,2.24048,
оч╢щел,1978,9,121.20,24.95,9.83327,
оч╢щел,1978,10,121.20,24.95,8.7472,
оч╢щел,1978,11,121.20,24.95,0.296614,
оч╢щел,1978,12,121.20,24.95,2.50426,
оч╢щел,1979,1,121.20,24.95,1.33001,
оч╢щел,1979,2,121.20,24.95,1.05501,
оч╢щел,1979,3,121.20,24.95,7.49592,
оч╢щел,1979,4,121.20,24.95,3.67058,
оч╢щел,1979,5,121.20,24.95,7.29007,
оч╢щел,1979,6,121.20,24.95,14.9242,
оч╢щел,1979,7,121.20,24.95,0.0243688,
оч╢щел,1979,8,121.20,24.95,4.92628,
оч╢щел,1979,9,121.20,24.95,0.761791,
оч╢щел,1979,10,121.20,24.95,1.76848,
оч╢щел,1979,11,121.20,24.95,3.41932,
оч╢щел,1979,12,121.20,24.95,0.510244,
оч╢щел,1980,1,121.20,24.95,3.32074,
оч╢щел,1980,2,121.20,24.95,5.48238,
оч╢щел,1980,3,121.20,24.95,3.17568,
оч╢щел,1980,4,121.20,24.95,6.0505,
оч╢щел,1980,5,121.20,24.95,4.40448,
оч╢щел,1980,6,121.20,24.95,0.0393563,
оч╢щел,1980,7,121.20,24.95,0.622828,
оч╢щел,1980,8,121.20,24.95,4.74776,
оч╢щел,1980,9,121.20,24.95,4.36641,
оч╢щел,1980,10,121.20,24.95,1.25095,
оч╢щел,1980,11,121.20,24.95,2.00936,
оч╢щел,1980,12,121.20,24.95,0.0669322,
оч╢щел,1981,1,121.20,24.95,0.00815756,
оч╢щел,1981,2,121.20,24.95,4.72163,
оч╢щел,1981,3,121.20,24.95,4.60342,
оч╢щел,1981,4,121.20,24.95,2.17005,
оч╢щел,1981,5,121.20,24.95,20.2091,
оч╢щел,1981,6,121.20,24.95,14.9215,
оч╢щел,1981,7,121.20,24.95,10.9552,
оч╢щел,1981,8,121.20,24.95,1.38466,
оч╢щел,1981,9,121.20,24.95,1.47785,
оч╢щел,1981,10,121.20,24.95,1.02667,
оч╢щел,1981,11,121.20,24.95,6.6704,
оч╢щел,1981,12,121.20,24.95,2.94365,
оч╢щел,1982,1,121.20,24.95,0.576806,
оч╢щел,1982,2,121.20,24.95,4.52679,
оч╢щел,1982,3,121.20,24.95,5.82321,
оч╢щел,1982,4,121.20,24.95,5.4756,
оч╢щел,1982,5,121.20,24.95,3.85489,
оч╢щел,1982,6,121.20,24.95,13.0496,
оч╢щел,1982,7,121.20,24.95,5.04121,
оч╢щел,1982,8,121.20,24.95,5.76438,
оч╢щел,1982,9,121.20,24.95,1.7825,
